epoch,1_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,2_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,3_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,4_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time,5_gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
99,0.000130,0.000673,0.000000,5362,22841,45140
100,0.000129,0.000666,0.000000,5418,23034,45676

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.127643,0.479941,0.044853,59,129,365
2,0.008282,0.058584,0.001861,127,268,659
3,0.004897,0.031810,0.001000,182,408,1126
4,0.003514,0.021889,0.000611,259,564,1630
5,0.002748,0.016680,0.000388,326,695,1962
6,0.002258,0.013459,0.000249,411,844,2302
7,0.001916,0.011270,0.000160,478,1090,2607
8,0.001665,0.009686,0.000103,537,1276,2895
9,0.001472,0.008488,0.000065,592,1457,3187
10,0.001319,0.007550,0.000041,670,1635,3470
11,0.001195,0.006797,0.000026,747,1796,3761
12,0.001093,0.006179,0.000016,792,1927,4062
13,0.001006,0.005662,0.000010,875,2079,4341
14,0.000933,0.005225,0.000006,943,2247,4694
15,0.000869,0.004850,0.000004,1027,2397,5323
16,0.000814,0.004524,0.000002,1099,2547,5801
17,0.000765,0.004239,0.000001,1184,2698,6164
18,0.000722,0.003988,0.000001,1228,2930,6611
19,0.000683,0.003764,0.000001,1300,3150,6985
20,0.000648,0.003564,0.000000,1357,3354,7316
21,0.000617,0.003384,0.000000,1409,3546,7626
22,0.000589,0.003221,0.000000,1476,3696,7940
23,0.000563,0.003073,0.000000,1527,3844,8342
24,0.000539,0.002938,0.000000,1576,4000,8789
25,0.000517,0.002815,0.000000,1632,4258,9207
26,0.000497,0.002701,0.000000,1697,4511,9694
27,0.000479,0.002596,0.000000,1743,4733,10075
28,0.000461,0.002498,0.000000,1809,4905,10438
29,0.000445,0.002408,0.000000,1864,5072,10822
30,0.000430,0.002324,0.000000,1909,5210,11189
31,0.000416,0.002246,0.000000,1976,5360,11705
32,0.000403,0.002172,0.000000,2027,5515,12169
33,0.000391,0.002104,0.000000,2077,5679,12515
34,0.000379,0.002039,0.000000,2134,5811,12904
35,0.000368,0.001978,0.000000,2193,5979,13541
36,0.000358,0.001921,0.000000,2259,6117,14142
37,0.000348,0.001867,0.000000,2335,6245,14777
38,0.000339,0.001816,0.000000,2376,6398,15425
39,0.000331,0.001768,0.000000,2430,6530,15920
40,0.000322,0.001722,0.000000,2480,6711,16221
41,0.000314,0.001678,0.000000,2543,6876,16656
42,0.000307,0.001637,0.000000,2576,7188,17022
43,0.000300,0.001597,0.000000,2626,7488,17461
44,0.000293,0.001560,0.000000,2676,7751,17874
45,0.000286,0.001524,0.000000,2741,8076,18285
46,0.000280,0.001490,0.000000,2791,8265,18696
47,0.000274,0.001457,0.000000,2842,8412,19043
48,0.000268,0.001426,0.000000,2893,8568,19530
49,0.000263,0.001396,0.000000,2931,8729,19974
50,0.000258,0.001367,0.000000,2993,8882,20473
51,0.000253,0.001339,0.000000,3046,9052,20823
52,0.000248,0.001313,0.000000,3093,9215,21122
53,0.000243,0.001287,0.000000,3141,9382,21493
54,0.000239,0.001262,0.000000,3181,9547,21860
55,0.000234,0.001239,0.000000,3232,9749,22272
56,0.000230,0.001216,0.000000,3277,9931,22688
57,0.000226,0.001194,0.000000,3316,10076,23022
58,0.000222,0.001173,0.000000,3379,10227,23455
59,0.000218,0.001152,0.000000,3438,10379,23888
60,0.000215,0.001133,0.000000,3486,10610,24309
61,0.000211,0.001114,0.000000,3542,11011,24938
62,0.000208,0.001095,0.000000,3594,11252,25431
63,0.000204,0.001077,0.000000,3649,11430,25922
64,0.000201,0.001060,0.000000,3700,11759,26362
65,0.000198,0.001043,0.000000,3749,12033,26822
66,0.000195,0.001027,0.000000,3798,12267,27204
67,0.000192,0.001011,0.000000,3845,12503,27612
68,0.000189,0.000996,0.000000,3882,12711,28105
69,0.000187,0.000981,0.000000,3926,12959,28522
70,0.000184,0.000967,0.000000,3980,13171,28918
71,0.000181,0.000953,0.000000,4031,13346,29306
72,0.000179,0.000939,0.000000,4076,13513,29630
73,0.000176,0.000926,0.000000,4135,13662,29955
74,0.000174,0.000913,0.000000,4187,13834,30304
75,0.000172,0.000901,0.000000,4237,13996,30678
76,0.000170,0.000889,0.000000,4294,14163,31166
77,0.000167,0.000877,0.000000,4377,14354,31558
78,0.000165,0.000865,0.000000,4426,14578,31867
79,0.000163,0.000854,0.000000,4508,14909,32165
80,0.000161,0.000843,0.000000,4579,15293,32478
81,0.000159,0.000833,0.000000,4640,15612,32808
82,0.000157,0.000822,0.000000,4693,15847,33108
83,0.000155,0.000812,0.000000,4742,16088,33430
84,0.000153,0.000802,0.000000,4793,16420,33715
85,0.000152,0.000793,0.000000,4831,16882,34029
86,0.000150,0.000783,0.000000,4882,17610,34321
87,0.000148,0.000774,0.000000,4945,17957,34664
88,0.000146,0.000765,0.000000,4993,18190,34961
89,0.000145,0.000756,0.000000,5045,18484,35272
90,0.000143,0.000748,0.000000,5107,18752,35565
91,0.000142,0.000739,0.000000,5160,19084,35865
92,0.000140,0.000731,0.000000,5208,19384,36165
93,0.000139,0.000723,0.000000,5257,19651,36528
94,0.000137,0.000715,0.000000,5297,19896,36900
95,0.000136,0.000707,0.000000,5348,20152,37226
96,0.000134,0.000700,0.000000,5392,20423,37528
97,0.000133,0.000693,0.000000,5431,20668,37871
98,0.000132,0.000685,0.000000,5479,20934,38264
99,0.000130,0.000678,0.000000,5514,21163,38663
100,0.000129,0.000671,0.000000,5563,21459,39004

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,36,125,345
2,2.000000,2.000000,2.000000,84,261,719
3,2.000000,2.000000,2.000000,128,424,1030
4,2.000000,2.000000,2.000000,174,640,1340
5,2.000000,2.000000,2.000000,216,828,1612
6,2.000000,2.000000,2.000000,277,977,1887
7,2.000000,2.000000,2.000000,323,1110,2156
8,2.000000,2.000000,2.000000,373,1258,2466
9,2.000000,2.000000,2.000000,412,1426,2745
10,2.000000,2.000000,2.000000,462,1575,3020
11,2.000000,2.000000,2.000000,519,1708,3341
12,2.000000,2.000000,2.000000,562,1842,3636
13,2.000000,2.000000,2.000000,620,2009,3919
14,2.000000,2.000000,2.000000,673,2178,4462
15,2.000000,2.000000,2.000000,724,2335,4815
16,2.000000,2.000000,2.000000,773,2478,5225
17,2.000000,2.000000,2.000000,812,2619,5862
18,2.000000,2.000000,2.000000,869,2742,6249
19,2.000000,2.000000,2.000000,913,2878,6632
20,2.000000,2.000000,2.000000,1042,3009,6946
21,2.000000,2.000000,2.000000,1389,3129,7277
22,2.000000,2.000000,2.000000,1473,3260,7716
23,2.000000,2.000000,2.000000,1568,3408,8094
24,2.000000,2.000000,2.000000,1668,3581,8419
25,2.000000,2.000000,2.000000,1738,3725,8769
26,2.000000,2.000000,2.000000,1795,3859,9118
27,2.000000,2.000000,2.000000,1853,3999,9571
28,2.000000,2.000000,2.000000,1901,4148,9979
29,2.000000,2.000000,2.000000,1953,4295,10463
30,2.000000,2.000000,2.000000,2003,4443,10954
31,2.000000,2.000000,2.000000,2072,4598,11447
32,2.000000,2.000000,2.000000,2128,4728,11851
33,2.000000,2.000000,2.000000,2201,4890,12228
34,2.000000,2.000000,2.000000,2280,5032,12561
35,2.000000,2.000000,2.000000,2352,5160,12919
36,2.000000,2.000000,2.000000,2417,5320,13264
37,2.000000,2.000000,2.000000,2472,5493,13610
38,2.000000,2.000000,2.000000,2517,5642,13978
39,2.000000,2.000000,2.000000,2561,5793,14430
40,2.000000,2.000000,2.000000,2615,5933,14982
41,2.000000,2.000000,2.000000,2661,6076,15440
42,2.000000,2.000000,2.000000,2713,6208,15828
43,2.000000,2.000000,2.000000,2760,6328,16177
44,2.000000,2.000000,2.000000,2801,6479,16502
45,2.000000,2.000000,2.000000,2850,6621,16922
46,2.000000,2.000000,2.000000,2894,6762,17242
47,2.000000,2.000000,2.000000,2933,6906,17562
48,2.000000,2.000000,2.000000,2982,7081,18062
49,2.000000,2.000000,2.000000,3015,7255,18461
50,2.000000,2.000000,2.000000,3070,7420,18924
51,2.000000,2.000000,2.000000,3111,7575,19325
52,2.000000,2.000000,2.000000,3156,7715,19707
53,2.000000,2.000000,2.000000,3200,7857,20175
54,2.000000,2.000000,2.000000,3243,7997,20727
55,2.000000,2.000000,2.000000,3284,8122,21217
56,2.000000,2.000000,2.000000,3328,8284,21579
57,2.000000,2.000000,2.000000,3367,8442,21947
58,2.000000,2.000000,2.000000,3405,8593,22297
59,2.000000,2.000000,2.000000,3449,8777,22618
60,2.000000,2.000000,2.000000,3494,8994,23068
61,2.000000,2.000000,2.000000,3527,9191,23700
62,2.000000,2.000000,2.000000,3583,9392,24263
63,2.000000,2.000000,2.000000,3627,9836,24623
64,2.000000,2.000000,2.000000,3694,10166,25108
65,2.000000,2.000000,2.000000,3744,10385,26179
66,2.000000,2.000000,2.000000,3794,10526,27113
67,2.000000,2.000000,2.000000,3844,10716,27717
68,2.000000,2.000000,2.000000,3884,10868,28133
69,2.000000,2.000000,2.000000,3934,11043,28549
70,2.000000,2.000000,2.000000,3981,11193,29065
71,2.000000,2.000000,2.000000,4027,11356,29509
72,2.000000,2.000000,2.000000,4061,11511,29858
73,2.000000,2.000000,2.000000,4114,11660,30214
74,2.000000,2.000000,2.000000,4157,11795,30728
75,2.000000,2.000000,2.000000,4200,11969,31136
76,2.000000,2.000000,2.000000,4243,12158,31459
77,2.000000,2.000000,2.000000,4284,12338,31914
78,2.000000,2.000000,2.000000,4329,12478,32277
79,2.000000,2.000000,2.000000,4367,12623,32622
80,2.000000,2.000000,2.000000,4415,12832,32945
81,2.000000,2.000000,2.000000,4465,13062,33307
82,2.000000,2.000000,2.000000,4510,13296,33646
83,2.000000,2.000000,2.000000,4552,13490,34061
84,2.000000,2.000000,2.000000,4595,13690,34594
85,2.000000,2.000000,2.000000,4634,13880,35025
86,2.000000,2.000000,2.000000,4684,14072,35650
87,2.000000,2.000000,2.000000,4717,14275,36091
88,2.000000,2.000000,2.000000,4767,14467,36512
89,2.000000,2.000000,2.000000,4810,14628,36872
90,2.000000,2.000000,2.000000,4851,14778,37262
91,2.000000,2.000000,2.000000,4894,14919,37598
92,2.000000,2.000000,2.000000,4934,15081,37897
93,2.000000,2.000000,2.000000,4980,15242,38329
94,2.000000,2.000000,2.000000,5017,15463,38761
95,2.000000,2.000000,2.000000,5067,15660,39429
96,2.000000,2.000000,2.000000,5111,15893,39862
97,2.000000,2.000000,2.000000,5151,16080,40211
98,2.000000,2.000000,2.000000,5197,16284,40816
99,2.000000,2.000000,2.000000,5234,16481,41293
100,2.000000,2.000000,2.000000,5281,16660,41736

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,28,152,246
2,2.000000,2.000000,2.000000,83,313,557
3,2.000000,2.000000,2.000000,128,470,877
4,2.000000,2.000000,2.000000,172,638,1158
5,2.000000,2.000000,2.000000,221,820,1424
6,2.000000,2.000000,2.000000,271,994,1687
7,2.000000,2.000000,2.000000,318,1133,1951
8,2.000000,2.000000,2.000000,371,1308,2204
9,2.000000,2.000000,2.000000,418,1489,2451
10,2.000000,2.000000,2.000000,471,1700,2740
11,2.000000,2.000000,2.000000,518,1904,3001
12,2.000000,2.000000,2.000000,579,2116,3246
13,2.000000,2.000000,2.000000,652,2300,3484
14,2.000000,2.000000,2.000000,702,2492,3774
15,2.000000,2.000000,2.000000,755,2674,4018
16,2.000000,2.000000,2.000000,816,2821,4271
17,2.000000,2.000000,2.000000,868,2981,4502
18,2.000000,2.000000,2.000000,921,3116,4758
19,2.000000,2.000000,2.000000,972,3274,4985
20,2.000000,2.000000,2.000000,1019,3450,5247
21,2.000000,2.000000,2.000000,1078,3620,5599
22,2.000000,2.000000,2.000000,1130,3766,5921
23,2.000000,2.000000,2.000000,1180,3924,6201
24,2.000000,2.000000,2.000000,1237,4087,6473
25,2.000000,2.000000,2.000000,1278,4251,6774
26,2.000000,2.000000,2.000000,1336,4393,7043
27,2.000000,2.000000,2.000000,1386,4548,7358
28,2.000000,2.000000,2.000000,1436,4694,7826
29,2.000000,2.000000,2.000000,1478,4833,8157
30,2.000000,2.000000,2.000000,1535,4977,8426
31,2.000000,2.000000,2.000000,1587,5119,8825
32,2.000000,2.000000,2.000000,1635,5270,9203
33,2.000000,2.000000,2.000000,1686,5432,9566
34,2.000000,2.000000,2.000000,1741,5589,9909
35,2.000000,2.000000,2.000000,1786,5743,10210
36,2.000000,2.000000,2.000000,1857,5900,10771
37,2.000000,2.000000,2.000000,2001,6066,11192
38,2.000000,2.000000,2.000000,2244,6218,11542
39,2.000000,2.000000,2.000000,2298,6372,11825
40,2.000000,2.000000,2.000000,2365,6520,12092
41,2.000000,2.000000,2.000000,2430,6736,12392
42,2.000000,2.000000,2.000000,2480,6910,12694
43,2.000000,2.000000,2.000000,2530,7067,12975
44,2.000000,2.000000,2.000000,2581,7238,13241
45,2.000000,2.000000,2.000000,2647,7403,13493
46,2.000000,2.000000,2.000000,2697,7574,13771
47,2.000000,2.000000,2.000000,2746,7739,14033
48,2.000000,2.000000,2.000000,2816,7907,14285
49,2.000000,2.000000,2.000000,2872,8064,14536
50,2.000000,2.000000,2.000000,2934,8224,14773
51,2.000000,2.000000,2.000000,2995,8391,15024
52,2.000000,2.000000,2.000000,3064,8533,15313
53,2.000000,2.000000,2.000000,3115,8667,15624
54,2.000000,2.000000,2.000000,3183,8818,15991
55,2.000000,2.000000,2.000000,3230,8970,16275
56,2.000000,2.000000,2.000000,3290,9120,16547
57,2.000000,2.000000,2.000000,3337,9291,16851
58,2.000000,2.000000,2.000000,3398,9534,17125
59,2.000000,2.000000,2.000000,3446,9764,17376
60,2.000000,2.000000,2.000000,3494,9946,17635
61,2.000000,2.000000,2.000000,3537,10098,18000
62,2.000000,2.000000,2.000000,3586,10245,18492
63,2.000000,2.000000,2.000000,3635,10397,18812
64,2.000000,2.000000,2.000000,3685,10533,19165
65,2.000000,2.000000,2.000000,3735,10668,19478
66,2.000000,2.000000,2.000000,3785,10840,19881
67,2.000000,2.000000,2.000000,3836,10989,20159
68,2.000000,2.000000,2.000000,3887,11138,20446
69,2.000000,2.000000,2.000000,3928,11290,20792
70,2.000000,2.000000,2.000000,3986,11436,21148
71,2.000000,2.000000,2.000000,4045,11579,21501
72,2.000000,2.000000,2.000000,4127,11716,21799
73,2.000000,2.000000,2.000000,4200,11875,22056
74,2.000000,2.000000,2.000000,4275,12018,22306
75,2.000000,2.000000,2.000000,4328,12183,22594
76,2.000000,2.000000,2.000000,4395,12335,22910
77,2.000000,2.000000,2.000000,4485,12482,23180
78,2.000000,2.000000,2.000000,4546,12620,23438
79,2.000000,2.000000,2.000000,4603,12768,23718
80,2.000000,2.000000,2.000000,4653,12900,24035
81,2.000000,2.000000,2.000000,4703,13035,24305
82,2.000000,2.000000,2.000000,4762,13169,24586
83,2.000000,2.000000,2.000000,4812,13300,24872
84,2.000000,2.000000,2.000000,4864,13436,25147
85,2.000000,2.000000,2.000000,4915,13581,25391
86,2.000000,2.000000,2.000000,4968,13718,25714
87,2.000000,2.000000,2.000000,5015,13851,26436
88,2.000000,2.000000,2.000000,5068,14003,26792
89,2.000000,2.000000,2.000000,5127,14135,27058
90,2.000000,2.000000,2.000000,5424,14269,27325
91,2.000000,2.000000,2.000000,5595,14438,27575
92,2.000000,2.000000,2.000000,5647,14603,27833
93,2.000000,2.000000,2.000000,5714,14829,28181
94,2.000000,2.000000,2.000000,5765,15054,28435
95,2.000000,2.000000,2.000000,5819,15270,28673
96,2.000000,2.000000,2.000000,5875,15493,28903
97,2.000000,2.000000,2.000000,5933,15671,29160
98,2.000000,2.000000,2.000000,6053,15837,29388
99,2.000000,2.000000,2.000000,6124,15988,29705
100,2.000000,2.000000,2.000000,6175,16122,30073

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,39,165,359
2,2.000000,2.000000,2.000000,91,315,665
3,2.000000,2.000000,2.000000,137,468,918
4,2.000000,2.000000,2.000000,185,619,1222
5,2.000000,2.000000,2.000000,230,775,1482
6,2.000000,2.000000,2.000000,282,911,1781
7,2.000000,2.000000,2.000000,341,1050,2043
8,2.000000,2.000000,2.000000,391,1182,2318
9,2.000000,2.000000,2.000000,444,1323,2685
10,2.000000,2.000000,2.000000,521,1517,3110
11,2.000000,2.000000,2.000000,602,1802,3417
12,2.000000,2.000000,2.000000,674,2201,3718
13,2.000000,2.000000,2.000000,740,2350,4001
14,2.000000,2.000000,2.000000,791,2514,4266
15,2.000000,2.000000,2.000000,862,2667,4502
16,2.000000,2.000000,2.000000,924,2800,4767
17,2.000000,2.000000,2.000000,997,2959,5051
18,2.000000,2.000000,2.000000,1066,3123,5344
19,2.000000,2.000000,2.000000,1125,3295,5633
20,2.000000,2.000000,2.000000,1176,3433,6213
21,2.000000,2.000000,2.000000,1242,3586,6536
22,2.000000,2.000000,2.000000,1293,3739,7079
23,2.000000,2.000000,2.000000,1358,3886,7379
24,2.000000,2.000000,2.000000,1408,4084,7744
25,2.000000,2.000000,2.000000,1458,4282,8106
26,2.000000,2.000000,2.000000,1510,4476,8398
27,2.000000,2.000000,2.000000,1573,4681,8675
28,2.000000,2.000000,2.000000,1624,4876,8965
29,2.000000,2.000000,2.000000,1689,5033,9232
30,2.000000,2.000000,2.000000,1741,5198,9528
31,2.000000,2.000000,2.000000,1808,5353,9828
32,2.000000,2.000000,2.000000,1864,5483,10107
33,2.000000,2.000000,2.000000,1924,5658,10380
34,2.000000,2.000000,2.000000,1981,5801,10677
35,2.000000,2.000000,2.000000,2042,5948,10944
36,2.000000,2.000000,2.000000,2099,6092,11331
37,2.000000,2.000000,2.000000,2159,6232,11719
38,2.000000,2.000000,2.000000,2234,6376,12041
39,2.000000,2.000000,2.000000,2282,6517,12312
40,2.000000,2.000000,2.000000,2326,6666,12604
41,2.000000,2.000000,2.000000,2407,6834,12948
42,2.000000,2.000000,2.000000,2591,6983,13234
43,2.000000,2.000000,2.000000,2642,7184,13552
44,2.000000,2.000000,2.000000,2699,7345,13847
45,2.000000,2.000000,2.000000,2758,7499,14181
46,2.000000,2.000000,2.000000,2818,7665,14460
47,2.000000,2.000000,2.000000,2874,7833,14746
48,2.000000,2.000000,2.000000,2942,7981,15052
49,2.000000,2.000000,2.000000,3002,8151,15334
50,2.000000,2.000000,2.000000,3058,8298,15599
51,2.000000,2.000000,2.000000,3124,8468,15975
52,2.000000,2.000000,2.000000,3175,8617,16250
53,2.000000,2.000000,2.000000,3230,8756,16510
54,2.000000,2.000000,2.000000,3291,8900,16778
55,2.000000,2.000000,2.000000,3358,9048,17042
56,2.000000,2.000000,2.000000,3408,9267,17309
57,2.000000,2.000000,2.000000,3463,9466,17625
58,2.000000,2.000000,2.000000,3543,9688,18077
59,2.000000,2.000000,2.000000,3609,9873,18434
60,2.000000,2.000000,2.000000,3674,10049,18811
61,2.000000,2.000000,2.000000,3741,10365,19112
62,2.000000,2.000000,2.000000,3793,10557,19411
63,2.000000,2.000000,2.000000,3857,10733,19701
64,2.000000,2.000000,2.000000,3914,10883,19996
65,2.000000,2.000000,2.000000,3960,11034,20280
66,2.000000,2.000000,2.000000,4027,11184,20585
67,2.000000,2.000000,2.000000,4089,11352,20882
68,2.000000,2.000000,2.000000,4147,11499,21176
69,2.000000,2.000000,2.000000,4210,11660,21474
70,2.000000,2.000000,2.000000,4276,11817,21750
71,2.000000,2.000000,2.000000,4333,11967,22031
72,2.000000,2.000000,2.000000,4393,12149,22316
73,2.000000,2.000000,2.000000,4452,12337,22640
74,2.000000,2.000000,2.000000,4510,12498,22982
75,2.000000,2.000000,2.000000,4569,12659,23248
76,2.000000,2.000000,2.000000,4624,12801,23582
77,2.000000,2.000000,2.000000,4682,12953,23901
78,2.000000,2.000000,2.000000,4743,13101,24201
79,2.000000,2.000000,2.000000,4808,13245,24484
80,2.000000,2.000000,2.000000,4858,13404,24801
81,2.000000,2.000000,2.000000,4924,13564,25096
82,2.000000,2.000000,2.000000,4974,13718,25390
83,2.000000,2.000000,2.000000,5043,13874,25696
84,2.000000,2.000000,2.000000,5091,14015,25947
85,2.000000,2.000000,2.000000,5158,14169,26185
86,2.000000,2.000000,2.000000,5212,14350,26477
87,2.000000,2.000000,2.000000,5274,14548,26735
88,2.000000,2.000000,2.000000,5330,14763,27015
89,2.000000,2.000000,2.000000,5379,14968,27263
90,2.000000,2.000000,2.000000,5430,15143,27561
91,2.000000,2.000000,2.000000,5525,15316,28002
92,2.000000,2.000000,2.000000,5597,15483,28294
93,2.000000,2.000000,2.000000,5661,15633,28615
94,2.000000,2.000000,2.000000,5714,15796,28897
95,2.000000,2.000000,2.000000,5777,15957,29195
96,2.000000,2.000000,2.000000,5874,16098,29486
97,2.000000,2.000000,2.000000,5927,16248,29791
98,2.000000,2.000000,2.000000,5986,16387,30100
99,2.000000,2.000000,2.000000,6074,16532,30384
100,2.000000,2.000000,2.000000,6258,16665,30682

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,0.144677,0.549416,0.049853,47,133,272
2,0.008668,0.061767,0.001862,94,283,557
3,0.005170,0.033199,0.000998,159,433,868
4,0.003722,0.022787,0.000610,212,584,1108
5,0.002911,0.017323,0.000388,267,731,1423
6,0.002388,0.013943,0.000250,329,898,1690
7,0.002023,0.011646,0.000161,392,1081,1993
8,0.001754,0.009987,0.000104,442,1252,2512
9,0.001547,0.008734,0.000066,491,1515,2836
10,0.001384,0.007756,0.000042,550,1819,3139
11,0.001251,0.006971,0.000027,612,2066,3431
12,0.001142,0.006328,0.000017,658,2387,3741
13,0.001050,0.005793,0.000010,719,2629,4031
14,0.000972,0.005339,0.000006,766,2829,4315
15,0.000904,0.004951,0.000004,810,3026,4609
16,0.000846,0.004614,0.000002,864,3183,4898
17,0.000794,0.004320,0.000002,915,3348,5220
18,0.000748,0.004061,0.000001,974,3505,5544
19,0.000708,0.003831,0.000001,1032,3651,5903
20,0.000671,0.003625,0.000000,1091,3816,6227
21,0.000638,0.003440,0.000000,1142,3966,6683
22,0.000608,0.003272,0.000000,1192,4148,7149
23,0.000581,0.003120,0.000000,1242,4430,7655
24,0.000556,0.002982,0.000000,1298,4583,7978
25,0.000533,0.002855,0.000000,1348,4764,8314
26,0.000512,0.002738,0.000000,1398,4948,8651
27,0.000493,0.002631,0.000000,1448,5099,8963
28,0.000475,0.002531,0.000000,1498,5266,9256
29,0.000458,0.002439,0.000000,1549,5414,9612
30,0.000442,0.002353,0.000000,1598,5600,9946
31,0.000428,0.002273,0.000000,1649,5781,10332
32,0.000414,0.002198,0.000000,1710,5947,10770
33,0.000401,0.002128,0.000000,1839,6164,11742
34,0.000389,0.002062,0.000000,1938,6347,12385
35,0.000378,0.002000,0.000000,1993,6543,13035
36,0.000367,0.001942,0.000000,2064,6695,13475
37,0.000357,0.001887,0.000000,2141,6846,13797
38,0.000348,0.001835,0.000000,2217,7001,14136
39,0.000339,0.001786,0.000000,2285,7164,14698
40,0.000330,0.001739,0.000000,2379,7332,15091
41,0.000322,0.001695,0.000000,2461,7519,15500
42,0.000314,0.001652,0.000000,2545,7664,15864
43,0.000307,0.001612,0.000000,2615,7816,16196
44,0.000299,0.001574,0.000000,2661,7977,16514
45,0.000293,0.001538,0.000000,2726,8131,16847
46,0.000286,0.001503,0.000000,2778,8296,17199
47,0.000280,0.001470,0.000000,2831,8431,17698
48,0.000274,0.001438,0.000000,2882,8582,18164
49,0.000268,0.001407,0.000000,2933,8794,18561
50,0.000263,0.001378,0.000000,2991,9030,18980
51,0.000258,0.001350,0.000000,3043,9214,19466
52,0.000253,0.001323,0.000000,3082,9434,19832
53,0.000248,0.001297,0.000000,3138,9666,20161
54,0.000243,0.001272,0.000000,3191,9871,20509
55,0.000239,0.001248,0.000000,3243,10093,20840
56,0.000235,0.001225,0.000000,3294,10331,21154
57,0.000230,0.001203,0.000000,3343,10558,21519
58,0.000226,0.001181,0.000000,3393,10809,21880
59,0.000222,0.001161,0.000000,3443,11109,22215
60,0.000219,0.001141,0.000000,3493,11372,22843
61,0.000215,0.001121,0.000000,3542,11600,23283
62,0.000212,0.001103,0.000000,3592,11817,23677
63,0.000208,0.001085,0.000000,3641,11985,24416
64,0.000205,0.001067,0.000000,3682,12201,24951
65,0.000202,0.001050,0.000000,3729,12410,25373
66,0.000199,0.001034,0.000000,3783,12603,25795
67,0.000196,0.001018,0.000000,3833,12788,26151
68,0.000193,0.001002,0.000000,3883,13108,26478
69,0.000190,0.000987,0.000000,3933,13401,26821
70,0.000187,0.000973,0.000000,3980,13581,27166
71,0.000184,0.000959,0.000000,4044,13772,27585
72,0.000182,0.000945,0.000000,4085,14012,27939
73,0.000179,0.000932,0.000000,4143,14242,28291
74,0.000177,0.000919,0.000000,4195,14460,28730
75,0.000175,0.000906,0.000000,4424,14715,29080
76,0.000172,0.000894,0.000000,4508,14909,29434
77,0.000170,0.000882,0.000000,4573,15100,29747
78,0.000168,0.000870,0.000000,4626,15266,30121
79,0.000166,0.000859,0.000000,4677,15433,30447
80,0.000164,0.000848,0.000000,4726,15589,30772
81,0.000162,0.000837,0.000000,4781,15733,31103
82,0.000160,0.000827,0.000000,4830,15869,31446
83,0.000158,0.000816,0.000000,4877,16037,31799
84,0.000156,0.000806,0.000000,4915,16216,32215
85,0.000154,0.000797,0.000000,4964,16365,32665
86,0.000152,0.000787,0.000000,5015,16577,33149
87,0.000150,0.000778,0.000000,5065,16800,33632
88,0.000149,0.000769,0.000000,5121,16968,34099
89,0.000147,0.000760,0.000000,5158,17116,34582
90,0.000145,0.000751,0.000000,5209,17266,35032
91,0.000144,0.000743,0.000000,5265,17420,35415
92,0.000142,0.000734,0.000000,5314,17565,35882
93,0.000141,0.000726,0.000000,5361,17717,36415
94,0.000139,0.000718,0.000000,5408,17863,36889
95,0.000138,0.000711,0.000000,5448,18003,37411
96,0.000136,0.000703,0.000000,5498,18149,37863
97,0.000135,0.000696,0.000000,5548,18291,38225
98,0.000133,0.000688,0.000000,5596,18451,38571
99,0.000132,0.000681,0.000000,5644,18600,38888
100,0.000131,0.000674,0.000000,5692,18765,39229

epoch,gd_loss,sgd_loss,adam_loss,gd_time,sgd_time,adam_time
1,2.000000,2.000000,2.000000,39,386,264
2,2.000000,2.000000,2.000000,102,871,901
3,2.000000,2.000000,2.000000,170,1437,1267
4,2.000000,2.000000,2.000000,238,1850,1604
5,2.000000,2.000000,2.000000,291,2094,1897
6,2.000000,2.000000,2.000000,368,2322,2167
7,2.000000,2.000000,2.000000,416,2617,2454
8,2.000000,2.000000,2.000000,495,2812,2807
9,2.000000,2.000000,2.000000,553,3027,3150
10,2.000000,2.000000,2.000000,634,3264,3637
11,2.000000,2.000000,2.000000,722,3565,4246
12,2.000000,2.000000,2.000000,812,3893,5778
13,2.000000,2.000000,2.000000,916,4114,6269
14,2.000000,2.000000,2.000000,1002,4319,6658
15,2.000000,2.000000,2.000000,1088,4518,7124
16,2.000000,2.000000,2.000000,1187,4691,7507
17,2.000000,2.000000,2.000000,1255,4965,7924
18,2.000000,2.000000,2.000000,1341,5268,8281
19,2.000000,2.000000,2.000000,1417,5476,8641
20,2.000000,2.000000,2.000000,1501,5636,9180
21,2.000000,2.000000,2.000000,1617,5863,9878
22,2.000000,2.000000,2.000000,1751,6130,10238
23,2.000000,2.000000,2.000000,1844,8034,10570
24,2.000000,2.000000,2.000000,1919,9759,10892
25,2.000000,2.000000,2.000000,2006,10314,11202
